date,category,region,product,value,value_b,units,cost,revenue,profit
2025-01-16,A,EMEA,P09,81.66,12.52,7,47.45,94.64,47.19
2025-01-16,D,AMER,P06,89.87,17.57,16,70.23,145.9,75.67
2025-01-16,E,APAC,P01,25.27,8.32,14,20.59,39.3,18.71
2025-01-16,D,AMER,P10,76.3,24.03,12,61.04,127.77,66.73
2025-01-16,A,APAC,P08,39.13,10.13,8,31.17,59.11,27.94
2025-01-16,E,AMER,P05,34.87,9.63,10,34.76,56.89,22.13
2025-01-16,E,APAC,P03,13.37,13.35,20,31.84,59.93,28.09
2025-01-16,D,APAC,P03,10.96,10.07,13,17.58,21.67,4.09
2025-01-16,E,AMER,P07,40.79,10.21,10,33.36,51.17,17.81
2025-01-16,D,APAC,P06,66.41,16.3,11,41.35,79.06,37.71
2025-01-16,E,APAC,P08,50.58,51.66,12,45.24,74.43,29.19
2025-01-16,D,APAC,P10,32.68,5.78,10,15.39,41.13,25.74
2025-01-16,A,EMEA,P05,70.78,21.53,13,41.05,96.79,55.74
2025-01-16,C,EMEA,P07,19.19,22.48,12,20.48,33.94,13.46
2025-01-17,A,EMEA,P09,51.02,10.29,22,30.8,68.03,37.23
2025-01-17,A,APAC,P10,49.69,17.89,7,38.61,72.77,34.16
2025-01-17,C,EMEA,P05,50.84,34.76,7,42.46,64.81,22.35
2025-01-17,A,EMEA,P04,62.29,9.88,10,33.34,71.64,38.3
2025-01-17,D,AMER,P05,26.8,23.37,9,19.73,29.45,9.72
2025-01-17,D,EMEA,P10,15.71,15.48,15,18.38,45.82,27.44
2025-01-17,C,AMER,P08,63.18,17.99,14,51.41,87.04,35.63
2025-01-17,A,EMEA,P10,32.18,32.14,9,21.0,53.05,32.05
2025-01-17,C,EMEA,P01,64.7,15.82,13,53.05,93.74,40.69
2025-01-17,B,APAC,P02,36.06,4.1,11,27.6,50.38,22.78
2025-01-17,E,EMEA,P09,22.38,22.6,9,17.73,30.59,12.86
2025-01-17,C,EMEA,P07,61.16,25.89,14,50.85,87.53,36.68
2025-01-18,A,EMEA,P04,57.88,22.0,15,43.38,80.35,36.97
2025-01-18,A,APAC,P08,28.6,17.48,12,25.5,42.9,17.4
2025-01-18,A,EMEA,P03,16.74,12.51,12,18.17,33.92,15.75
2025-01-18,D,AMER,P10,74.99,18.24,13,51.82,73.9,22.08
2025-01-18,D,APAC,P08,51.19,29.91,9,38.28,71.62,33.34
2025-01-18,C,APAC,P10,27.38,12.08,11,16.62,40.25,23.63
2025-01-18,D,AMER,P06,11.89,25.69,7,8.29,23.69,15.4
2025-01-18,D,EMEA,P01,32.85,22.93,13,28.78,44.38,15.6
2025-01-18,E,EMEA,P05,37.27,31.02,10,30.3,50.28,19.98
2025-01-18,B,AMER,P01,8.99,,13,15.93,28.71,12.78
2025-01-18,E,AMER,P09,61.43,3.92,8,46.05,78.09,32.04
2025-01-18,D,AMER,P02,30.52,20.43,9,20.05,35.35,15.3
2025-01-18,C,EMEA,P09,90.94,26.53,12,66.06,87.38,21.32
2025-01-18,D,,P03,113.92,9.71,5,63.21,151.7,88.49
2025-01-18,E,AMER,P07,55.14,9.65,12,39.09,97.23,58.14
2025-01-18,E,AMER,P10,27.17,19.32,12,16.76,37.96,21.2
2025-01-19,B,EMEA,P06,34.55,17.7,13,35.44,45.87,10.43
2025-01-19,B,EMEA,P08,71.74,30.93,11,37.91,105.54,67.63
2025-01-19,C,EMEA,P05,17.4,9.68,8,16.39,22.05,5.66
2025-01-19,A,,P08,40.31,23.62,12,29.48,60.98,31.5
2025-01-19,D,AMER,P07,44.83,15.11,13,28.04,86.65,58.61
2025-01-19,C,EMEA,P06,8.6,5.29,8,8.36,16.72,8.36
2025-01-19,B,EMEA,P01,46.48,18.26,11,39.03,54.22,15.19
2025-01-19,B,APAC,P09,35.23,10.72,8,16.7,37.96,21.26
2025-01-19,D,APAC,P10,42.13,12.62,4,26.64,40.19,13.55
2025-01-19,D,APAC,P03,26.37,17.69,14,17.38,31.81,14.43
2025-01-20,E,AMER,P01,59.21,22.02,10,44.3,100.78,56.48
2025-01-20,B,APAC,P08,34.53,12.45,11,31.0,38.6,7.6
2025-01-20,D,EMEA,P04,61.56,8.66,7,35.84,62.89,27.05
2025-01-20,A,EMEA,P02,56.08,18.65,11,36.77,63.57,26.8
2025-01-20,A,APAC,P10,94.92,26.48,9,51.22,112.1,60.88
2025-01-20,D,,P03,54.2,44.29,12,42.78,57.98,15.2
2025-01-20,D,APAC,P10,36.67,11.3,11,31.81,53.27,21.46
2025-01-20,B,EMEA,P07,18.13,9.23,10,12.51,37.63,25.12
2025-01-20,D,EMEA,P05,73.43,2.86,19,60.13,88.44,28.31
2025-01-20,A,APAC,P03,44.33,8.71,12,38.2,54.5,16.3
2025-01-20,D,APAC,P10,26.85,9.57,9,26.91,45.9,18.99
2025-01-20,A,EMEA,P05,24.86,19.95,14,18.83,41.81,22.98
2025-01-20,E,EMEA,P07,18.08,27.19,12,14.78,24.99,10.21
2025-01-20,A,APAC,P02,74.26,15.04,15,61.25,78.76,17.51
2025-01-20,B,AMER,P06,21.77,13.2,13,17.21,31.7,14.49
2025-01-20,A,APAC,P05,47.89,,10,29.34,58.02,28.68
2025-01-21,A,APAC,P04,70.69,25.29,16,64.87,119.38,54.51
2025-01-21,D,APAC,P06,33.8,39.7,12,25.66,44.58,18.92
2025-01-21,C,APAC,P02,50.42,17.08,15,41.31,57.57,16.26
2025-01-21,A,EMEA,P09,50.85,46.72,14,40.13,75.11,34.98
2025-01-21,E,EMEA,P01,21.87,16.23,14,17.87,39.81,21.94
2025-01-21,B,AMER,P08,66.39,,11,35.13,81.22,46.09
2025-01-21,B,APAC,P10,31.52,12.09,8,25.42,37.31,11.89
2025-01-21,E,APAC,P08,58.12,34.66,16,37.27,102.08,64.81
2025-01-21,D,AMER,P07,83.12,16.1,11,43.66,106.2,62.54
2025-01-21,C,,P05,24.47,9.44,9,14.66,33.97,19.31
2025-01-21,B,AMER,P05,22.12,3.81,12,24.76,47.32,22.56
2025-01-21,A,EMEA,P02,44.8,28.13,12,32.69,64.24,31.55
2025-01-21,A,APAC,P10,48.17,21.64,7,26.44,69.11,42.67
2025-01-21,E,APAC,P08,43.47,27.34,16,37.68,56.66,18.98
2025-01-21,C,APAC,P01,24.77,5.72,7,21.55,34.71,13.16
2025-01-21,C,APAC,P08,47.92,21.01,11,34.45,59.95,25.5
2025-01-21,D,APAC,P10,15.22,5.51,11,11.67,22.47,10.8
2025-01-21,E,EMEA,P07,66.23,9.8,7,48.46,69.91,21.45
2025-01-21,C,APAC,P10,59.67,16.17,14,48.65,95.43,46.78
2025-01-21,A,APAC,P09,24.4,16.81,11,21.06,59.47,38.41
2025-01-21,D,EMEA,P10,15.17,36.55,12,19.0,31.95,12.95
2025-01-21,C,EMEA,P04,29.99,20.08,11,28.02,41.14,13.12
2025-01-22,B,APAC,P05,63.28,25.7,15,38.41,80.4,41.99
2025-01-22,B,EMEA,P02,51.84,9.73,12,32.68,81.03,48.35
2025-01-22,B,EMEA,P03,43.02,10.35,6,37.07,51.58,14.51
2025-01-22,B,APAC,P04,23.49,14.53,13,15.39,33.8,18.41
2025-01-22,E,AMER,P03,37.5,9.45,12,23.26,40.04,16.78
2025-01-22,B,EMEA,P06,40.3,11.99,9,31.83,58.77,26.94
2025-01-22,C,APAC,P07,87.59,33.71,12,45.07,90.47,45.4
2025-01-22,D,AMER,P03,56.15,8.32,9,31.24,74.9,43.66
2025-01-22,D,APAC,P03,45.82,14.3,17,31.02,75.58,44.56
2025-01-22,C,AMER,P10,42.6,13.4,7,31.96,51.74,19.78
2025-01-22,A,APAC,P03,41.28,53.61,11,38.16,57.26,19.1
2025-01-22,C,APAC,P05,45.76,16.91,14,38.37,56.94,18.57
2025-01-22,A,APAC,P01,18.22,26.91,12,24.27,39.95,15.68
2025-01-23,C,EMEA,P04,36.45,18.68,7,31.31,46.23,14.92
2025-01-23,D,EMEA,P08,33.14,11.5,7,28.95,52.8,23.85
2025-01-23,B,APAC,P08,62.42,11.15,20,67.05,115.96,48.91
2025-01-23,C,EMEA,P08,17.9,22.42,8,13.42,18.14,4.72
2025-01-23,A,AMER,P08,42.18,16.68,14,27.77,71.85,44.08
2025-01-23,C,AMER,P10,35.83,21.41,18,34.61,52.14,17.53
2025-01-23,C,AMER,P03,36.72,12.37,15,22.25,47.91,25.66
2025-01-23,B,APAC,P10,22.2,22.77,12,16.56,42.25,25.69
2025-01-23,D,EMEA,P10,33.12,26.01,14,35.27,69.06,33.79
2025-01-23,C,AMER,P04,15.65,4.34,12,15.44,20.8,5.36
2025-01-24,D,EMEA,P03,84.74,20.45,10,42.97,98.76,55.79
2025-01-24,A,APAC,P05,36.42,12.72,10,23.48,47.57,24.09
2025-01-24,E,AMER,P05,17.93,29.29,12,17.22,39.14,21.92
2025-01-24,C,APAC,P09,30.11,8.21,11,27.46,61.2,33.74
2025-01-24,A,APAC,P06,52.33,11.4,15,40.2,76.56,36.36
2025-01-24,A,APAC,P05,26.85,15.64,6,20.16,30.94,10.78
2025-01-24,C,APAC,P04,71.66,16.57,18,45.69,99.55,53.86
2025-01-24,A,AMER,P01,25.14,26.9,20,23.05,45.73,22.68
2025-01-24,B,AMER,P08,35.26,25.11,9,32.78,42.47,9.69
2025-01-24,D,APAC,P07,44.23,11.79,10,37.31,69.82,32.51
2025-01-24,B,APAC,P05,60.25,48.53,13,34.42,82.92,48.5
2025-01-24,C,EMEA,P10,28.26,6.48,17,19.65,45.59,25.94
2025-01-24,D,APAC,P09,15.55,18.62,19,16.57,26.16,9.59
2025-01-24,E,AMER,P04,56.92,31.62,11,42.78,56.05,13.27
2025-01-24,D,EMEA,P01,22.07,6.71,12,17.12,40.06,22.94
2025-01-24,B,AMER,P10,20.08,9.19,15,14.05,39.82,25.77
2025-01-24,E,EMEA,P03,40.28,13.72,22,36.05,73.94,37.89
2025-01-25,E,APAC,P07,13.04,6.21,18,15.51,22.06,6.55
2025-01-25,D,APAC,P08,17.7,5.26,11,16.96,24.9,7.94
2025-01-25,A,APAC,P09,11.54,31.78,20,16.04,47.73,31.69
2025-01-25,E,APAC,P09,49.55,13.71,16,35.66,83.9,48.24
2025-01-25,D,APAC,P10,35.41,19.3,8,20.59,58.41,37.82
2025-01-25,B,EMEA,P08,80.87,41.72,15,67.22,94.39,27.17
2025-01-25,B,EMEA,P06,54.16,6.81,16,38.38,88.01,49.63
2025-01-25,E,APAC,P09,39.21,29.43,11,25.97,59.19,33.22
2025-01-25,A,APAC,P02,65.2,19.39,19,46.32,92.17,45.85
2025-01-25,A,AMER,P08,18.82,16.31,16,13.23,24.3,11.07
2025-01-25,E,APAC,P07,37.7,36.56,10,20.54,51.18,30.64
2025-01-25,E,APAC,P06,48.69,13.23,14,45.51,86.91,41.4
2025-01-26,B,APAC,P02,39.27,31.59,10,27.97,53.44,25.47
2025-01-26,C,,P02,34.33,11.78,13,19.85,39.76,19.91
2025-01-26,C,EMEA,P07,29.8,16.46,8,29.12,40.8,11.68
2025-01-26,C,APAC,P05,22.45,7.78,14,24.93,40.63,15.7
2025-01-26,C,AMER,P02,37.3,14.28,12,28.19,49.26,21.07
2025-01-26,C,APAC,P08,26.13,14.41,11,18.49,45.38,26.89
2025-01-26,D,EMEA,P09,15.89,2.14,14,21.53,34.6,13.07
2025-01-26,B,APAC,P03,45.77,21.25,10,30.87,53.11,22.24
2025-01-26,A,AMER,P06,71.79,17.19,12,37.36,105.32,67.96
2025-01-26,C,APAC,P06,14.02,13.56,12,20.29,29.26,8.97
2025-01-26,E,AMER,P10,42.42,9.59,9,31.02,50.65,19.63
2025-01-26,A,APAC,P03,46.09,8.71,16,35.94,64.26,28.32
2025-01-26,D,EMEA,P01,38.04,7.37,9,35.53,41.79,6.26
2025-01-26,B,APAC,P05,50.03,21.13,9,37.01,54.33,17.32
2025-01-27,C,AMER,P10,51.79,11.24,9,33.5,82.14,48.64
2025-01-27,C,EMEA,P02,60.43,24.78,15,41.28,98.39,57.11
2025-01-27,C,APAC,P09,77.95,11.49,11,39.51,105.88,66.37
2025-01-27,D,AMER,P01,48.98,6.53,13,39.59,58.35,18.76
2025-01-27,A,AMER,P08,14.8,3.76,10,22.16,31.76,9.6
2025-01-27,E,EMEA,P09,84.39,8.48,14,43.23,122.45,79.22
2025-01-27,C,APAC,P06,44.4,,13,27.16,47.7,20.54
2025-01-27,B,EMEA,P04,23.57,,16,29.34,58.09,28.75
2025-01-27,B,AMER,P03,32.61,8.04,14,23.96,63.76,39.8
2025-01-27,C,EMEA,P10,17.71,24.43,11,13.0,20.84,7.84
2025-01-27,A,EMEA,P07,48.6,18.76,15,30.69,64.63,33.94
2025-01-27,B,EMEA,P04,32.31,,12,23.26,47.86,24.6
2025-01-27,A,APAC,P08,37.22,4.32,14,30.67,52.8,22.13
2025-01-27,C,AMER,P03,19.48,7.59,11,22.57,42.19,19.62
2025-01-27,E,APAC,P10,37.0,10.67,15,39.63,72.46,32.83
2025-01-27,A,APAC,P06,45.87,16.57,14,30.3,56.88,26.58
2025-01-27,D,EMEA,P08,43.9,5.19,13,36.98,85.22,48.24
2025-01-28,A,APAC,P04,19.05,,12,13.05,31.97,18.92
2025-01-28,E,AMER,P03,37.58,28.7,15,25.65,58.51,32.86
2025-01-28,B,EMEA,P06,4.66,4.95,18,9.57,13.81,4.24
2025-01-28,B,AMER,P04,21.08,23.52,12,12.96,36.91,23.95
2025-01-28,A,APAC,P07,88.08,23.42,5,44.62,100.02,55.4
2025-01-28,D,APAC,P03,78.42,9.04,14,49.58,97.49,47.91
2025-01-28,C,EMEA,P09,24.34,,11,16.82,28.56,11.74
2025-01-28,B,EMEA,P01,71.6,13.52,16,49.26,113.83,64.57
2025-01-28,A,EMEA,P04,10.53,12.65,15,22.57,30.17,7.6
2025-01-28,B,APAC,P06,68.28,12.25,11,40.7,96.33,55.63
2025-01-28,B,EMEA,P02,62.77,,19,45.28,90.29,45.01
2025-01-28,A,AMER,P02,6.49,17.13,10,10.08,20.65,10.57
2025-01-29,C,EMEA,P02,38.55,25.3,7,21.8,52.93,31.13
2025-01-29,E,AMER,P05,26.61,10.1,20,39.27,65.54,26.27
2025-01-29,D,AMER,P03,15.07,5.59,9,8.72,19.0,10.28
2025-01-29,D,APAC,P07,81.11,14.03,13,58.68,97.99,39.31
2025-01-29,A,AMER,P03,69.62,14.42,11,47.74,75.87,28.13
2025-01-29,A,APAC,P04,34.56,21.56,9,18.19,32.4,14.21
2025-01-29,B,EMEA,P08,22.43,28.63,10,15.47,28.25,12.78
2025-01-29,B,AMER,P05,29.58,9.76,9,24.34,31.4,7.06
2025-01-29,D,EMEA,P07,20.86,22.13,10,19.32,39.63,20.31
2025-01-29,D,EMEA,P06,32.43,27.71,17,21.43,59.02,37.59
2025-01-29,B,EMEA,P08,34.76,55.73,12,28.52,53.89,25.37
2025-01-30,D,EMEA,P08,43.1,10.19,5,26.2,45.14,18.94
2025-01-30,B,APAC,P02,37.56,20.0,16,23.52,59.12,35.6
2025-01-30,A,EMEA,P05,18.5,13.66,6,13.42,28.35,14.93
2025-01-30,A,EMEA,P09,13.47,26.38,6,9.06,17.14,8.08
2025-01-30,C,APAC,P08,19.39,15.32,18,14.43,35.59,21.16
2025-01-30,B,EMEA,P07,14.33,30.91,10,11.68,24.28,12.6
2025-01-30,B,APAC,P08,62.36,48.02,13,42.37,102.83,60.46
2025-01-30,A,APAC,P02,53.46,6.28,19,59.61,77.71,18.1
2025-01-30,C,EMEA,P06,36.74,8.15,13,28.01,50.37,22.36
2025-01-30,C,APAC,P01,74.07,13.52,8,33.38,86.76,53.38
2025-01-30,D,APAC,P03,43.35,28.34,14,32.4,56.7,24.3
2025-01-30,B,AMER,P05,29.88,21.19,17,36.81,45.51,8.7
2025-01-30,D,APAC,P03,39.56,23.33,11,34.13,63.42,29.29
2025-01-30,B,EMEA,P08,30.18,13.82,13,18.04,46.37,28.33
2025-01-30,E,AMER,P09,52.61,28.47,13,28.16,66.16,38.0
2025-01-30,C,AMER,P04,81.89,6.93,10,50.53,84.35,33.82
2025-01-30,D,APAC,P08,67.16,11.21,17,58.24,83.58,25.34
2025-01-30,D,APAC,P01,47.54,9.56,14,37.35,60.47,23.12
2025-01-31,D,EMEA,P02,67.71,27.83,18,52.04,94.81,42.77
2025-01-31,C,EMEA,P07,69.5,8.24,8,53.63,84.11,30.48
2025-01-31,B,APAC,P01,45.88,16.87,16,34.87,72.36,37.49
2025-01-31,A,EMEA,P04,29.71,13.22,23,21.68,41.15,19.47
2025-01-31,B,APAC,P10,21.33,10.39,18,21.49,56.65,35.16
2025-01-31,C,APAC,P10,28.85,10.49,12,23.7,45.1,21.4
2025-01-31,A,EMEA,P08,22.53,24.45,5,13.8,31.13,17.33
2025-01-31,E,APAC,P03,30.34,9.37,15,33.15,60.02,26.87
2025-01-31,C,APAC,P02,62.69,14.42,10,44.4,84.09,39.69
2025-01-31,A,APAC,P03,40.22,25.04,8,24.95,56.81,31.86
2025-01-31,A,EMEA,P01,43.3,3.22,10,29.43,55.12,25.69
2025-01-31,E,AMER,P06,28.44,9.43,12,24.14,59.66,35.52
2025-01-31,E,APAC,P02,40.19,17.71,11,24.49,52.83,28.34
2025-02-01,B,AMER,P02,18.17,19.28,10,19.69,34.58,14.89
2025-02-01,A,,P02,36.24,7.91,20,44.54,70.74,26.2
2025-02-01,D,APAC,P05,49.91,13.53,11,28.58,58.24,29.66
2025-02-01,B,APAC,P08,28.49,4.23,15,26.44,43.9,17.46
2025-02-01,B,EMEA,P02,52.28,5.11,9,35.11,60.09,24.98
2025-02-01,C,EMEA,P02,8.14,8.86,12,19.2,22.84,3.64
2025-02-01,A,EMEA,P04,48.63,13.43,16,26.92,54.73,27.81
2025-02-01,B,EMEA,P01,40.78,20.7,9,22.03,65.7,43.67
2025-02-01,D,APAC,P08,62.62,33.31,14,32.11,87.44,55.33
2025-02-01,C,EMEA,P02,25.37,24.43,13,14.53,33.25,18.72
2025-02-02,E,APAC,P04,46.66,23.94,11,35.58,84.28,48.7
2025-02-02,D,APAC,P06,47.63,11.34,13,46.1,74.22,28.12
2025-02-02,A,APAC,P06,76.24,28.55,15,41.79,106.55,64.76
2025-02-02,D,EMEA,P06,62.35,28.06,14,48.51,72.68,24.17
2025-02-02,A,APAC,P03,63.99,8.94,12,38.68,90.81,52.13
2025-02-02,D,EMEA,P01,53.53,23.69,17,39.81,87.98,48.17
2025-02-02,E,APAC,P02,91.48,11.87,14,75.58,124.01,48.43
2025-02-02,A,EMEA,P08,42.18,17.36,13,36.74,77.59,40.85
2025-02-02,C,AMER,P06,11.2,17.14,16,17.3,26.73,9.43
2025-02-02,A,AMER,P06,22.17,21.12,7,19.72,30.59,10.87
2025-02-02,A,APAC,P10,48.08,21.45,14,32.67,67.17,34.5
2025-02-02,D,EMEA,P08,34.91,19.09,18,31.38,58.61,27.23
2025-02-03,C,APAC,P08,49.36,9.42,10,48.08,62.74,14.66
2025-02-03,B,APAC,P07,22.34,3.67,10,20.26,41.92,21.66
2025-02-03,C,EMEA,P09,22.35,10.16,9,25.06,40.7,15.64
2025-02-03,B,EMEA,P07,88.08,9.12,20,49.77,148.14,98.37
2025-02-03,A,AMER,P01,25.42,36.2,13,19.88,56.77,36.89
2025-02-03,C,EMEA,P07,32.0,6.35,14,20.53,53.9,33.37
2025-02-03,A,APAC,P03,35.56,23.24,10,29.96,56.42,26.46
2025-02-03,C,APAC,P03,53.3,20.25,17,45.71,97.65,51.94
2025-02-03,A,APAC,P03,32.46,,13,30.1,45.13,15.03
2025-02-03,E,AMER,P08,47.78,40.72,12,26.47,49.91,23.44
2025-02-03,A,EMEA,P09,23.07,27.65,13,19.07,35.61,16.54
2025-02-04,B,APAC,P02,25.68,8.66,10,21.66,37.9,16.24
2025-02-04,A,EMEA,P08,22.22,38.35,16,27.53,33.74,6.21
2025-02-04,C,EMEA,P07,23.45,8.19,11,13.0,33.77,20.77
2025-02-04,C,EMEA,P07,14.56,14.24,8,12.76,29.78,17.02
2025-02-04,E,EMEA,P07,34.98,19.94,19,43.53,71.14,27.61
2025-02-04,C,EMEA,P04,26.39,19.15,12,15.8,43.28,27.48
2025-02-04,A,APAC,P01,33.96,21.17,12,25.54,45.61,20.07
2025-02-04,B,APAC,P10,26.0,15.08,13,22.56,45.61,23.05
2025-02-04,A,AMER,P10,15.82,23.99,14,19.71,40.11,20.4
2025-02-04,A,,P09,23.02,11.82,13,18.35,29.31,10.96
2025-02-04,E,AMER,P05,20.82,17.83,12,21.94,33.68,11.74
2025-02-04,A,AMER,P09,36.27,11.83,17,25.6,50.3,24.7
2025-02-04,C,EMEA,P07,69.82,4.19,17,47.74,70.72,22.98
2025-02-04,A,AMER,P09,60.95,6.67,10,44.18,71.27,27.09
2025-02-04,E,APAC,P09,34.18,19.74,16,39.86,64.0,24.14
2025-02-04,E,AMER,P09,18.5,10.21,11,12.12,23.1,10.98
2025-02-04,C,EMEA,P03,69.45,6.98,8,42.49,94.81,52.32
2025-02-04,B,EMEA,P10,61.45,25.61,8,47.21,76.13,28.92
2025-02-04,B,APAC,P02,19.84,20.68,11,22.47,43.22,20.75
2025-02-04,B,APAC,P03,24.59,9.16,9,22.03,34.44,12.41
2025-02-04,D,APAC,P08,17.18,22.49,8,15.02,22.08,7.06
2025-02-05,E,EMEA,P05,54.8,36.36,8,28.96,59.67,30.71
2025-02-05,A,APAC,P04,43.0,5.77,7,32.81,56.44,23.63
2025-02-05,E,APAC,P10,30.68,29.95,8,28.74,49.21,20.47
2025-02-05,A,AMER,P10,55.15,5.51,13,40.4,75.01,34.61
2025-02-05,D,EMEA,P05,72.67,36.66,16,56.65,115.57,58.92
2025-02-05,E,EMEA,P07,33.36,31.42,16,27.89,42.46,14.57
2025-02-05,A,EMEA,P07,61.88,34.61,9,45.83,75.54,29.71
2025-02-05,C,EMEA,P04,68.32,,6,43.27,62.47,19.2
2025-02-05,B,APAC,P06,107.02,23.87,8,54.97,95.84,40.87
2025-02-05,C,APAC,P01,43.06,30.92,5,25.3,53.04,27.74
2025-02-05,A,AMER,P04,27.51,11.3,13,25.79,47.32,21.53
2025-02-05,A,,P10,76.32,9.6,13,56.03,81.39,25.36
2025-02-05,A,EMEA,P04,25.23,22.97,9,18.34,28.08,9.74
2025-02-05,D,APAC,P01,23.99,17.33,12,16.26,51.17,34.91
2025-02-06,A,EMEA,P09,83.23,6.59,10,43.6,74.95,31.35
2025-02-06,A,EMEA,P08,76.46,18.89,13,53.02,102.51,49.49
2025-02-06,A,APAC,P08,41.06,7.54,16,35.23,73.43,38.2
2025-02-06,C,APAC,P05,48.39,24.63,13,42.04,83.17,41.13
2025-02-06,B,AMER,P04,80.63,48.72,14,42.62,118.76,76.14
2025-02-06,C,APAC,P01,51.03,8.79,13,44.84,59.99,15.15
2025-02-06,B,APAC,P01,63.64,30.17,13,54.01,89.55,35.54
2025-02-06,D,EMEA,P06,17.38,11.26,11,16.8,28.41,11.61
2025-02-06,A,EMEA,P07,63.13,9.3,14,36.14,105.1,68.96
2025-02-06,B,AMER,P06,66.78,20.64,10,46.22,64.0,17.78
2025-02-06,A,AMER,P10,21.73,10.32,11,18.81,32.69,13.88
2025-02-06,C,EMEA,P02,28.55,23.66,11,20.18,30.04,9.86
2025-02-07,C,EMEA,P07,88.59,10.63,17,74.26,148.13,73.87
2025-02-07,B,APAC,P06,22.56,20.88,8,22.39,41.77,19.38
2025-02-07,C,EMEA,P04,22.5,11.35,10,16.35,31.29,14.94
2025-02-07,A,APAC,P02,43.38,24.71,17,35.01,69.36,34.35
2025-02-07,C,EMEA,P09,54.29,11.9,11,32.43,61.84,29.41
2025-02-07,D,AMER,P06,46.09,10.57,16,38.04,64.69,26.65
2025-02-07,B,EMEA,P07,46.4,23.95,6,26.52,52.31,25.79
2025-02-07,D,AMER,P01,36.31,50.59,6,24.81,40.05,15.24
2025-02-07,E,EMEA,P07,9.76,9.67,7,11.76,23.15,11.39
2025-02-07,D,EMEA,P06,33.43,23.92,10,16.88,38.11,21.23
2025-02-07,B,AMER,P10,64.57,15.64,8,48.55,62.19,13.64
2025-02-07,E,APAC,P04,49.68,21.27,10,30.93,76.48,45.55
2025-02-08,B,EMEA,P10,38.09,20.72,10,33.24,54.99,21.75
2025-02-08,C,APAC,P01,39.62,50.18,15,19.66,39.55,19.89
2025-02-08,C,EMEA,P03,36.76,42.69,12,35.53,52.52,16.99
2025-02-08,D,EMEA,P01,30.21,33.72,18,33.17,80.22,47.05
2025-02-08,D,APAC,P04,25.11,18.54,8,21.86,34.13,12.27
2025-02-08,A,APAC,P03,53.34,20.57,11,47.29,84.27,36.98
2025-02-08,D,APAC,P04,44.02,42.43,19,37.55,52.48,14.93
2025-02-08,E,EMEA,P08,73.7,19.19,13,42.94,90.28,47.34
2025-02-08,A,AMER,P08,31.85,21.71,14,24.79,54.59,29.8
2025-02-08,C,APAC,P09,42.4,8.05,14,34.43,57.42,22.99
2025-02-08,A,APAC,P10,51.35,8.64,12,42.67,72.01,29.34
2025-02-08,D,APAC,P06,43.47,33.03,13,40.69,80.98,40.29
2025-02-08,D,APAC,P05,72.18,29.24,20,49.36,111.78,62.42
2025-02-08,D,APAC,P03,25.72,28.38,13,33.59,52.88,19.29
2025-02-08,D,APAC,P01,19.01,11.98,11,11.28,33.06,21.78
2025-02-08,A,APAC,P05,90.54,11.7,10,59.05,121.29,62.24
2025-02-08,D,APAC,P07,18.44,22.16,10,16.52,32.11,15.59
2025-02-09,B,EMEA,P02,51.87,8.81,15,36.9,65.54,28.64
2025-02-09,C,APAC,P09,27.69,,13,18.22,51.25,33.03
2025-02-09,C,APAC,P02,36.71,6.78,8,18.42,35.95,17.53
2025-02-09,C,EMEA,P01,50.82,7.35,15,32.3,59.63,27.33
2025-02-09,A,EMEA,P05,37.82,13.7,12,21.1,52.34,31.24
2025-02-09,A,APAC,P02,31.57,16.59,12,26.9,49.68,22.78
2025-02-09,E,EMEA,P03,37.45,16.53,9,31.67,41.15,9.48
2025-02-09,A,APAC,P09,31.11,18.63,16,25.31,63.33,38.02
2025-02-09,C,,P09,23.96,12.49,11,19.28,27.04,7.76
2025-02-09,D,EMEA,P02,52.48,11.46,13,32.6,70.04,37.44
2025-02-10,A,EMEA,P02,47.96,15.6,11,24.7,59.29,34.59
2025-02-10,B,EMEA,P02,33.54,23.9,10,25.21,34.86,9.65
2025-02-10,C,APAC,P03,62.68,19.95,11,29.46,89.2,59.74
2025-02-10,A,APAC,P08,32.17,8.41,10,20.34,52.94,32.6
2025-02-10,A,EMEA,P07,16.27,3.06,14,20.03,43.93,23.9
2025-02-10,C,APAC,P01,72.29,34.22,21,77.33,93.57,16.24
2025-02-10,C,AMER,P06,72.11,10.88,15,38.84,101.32,62.48
2025-02-10,D,APAC,P08,24.66,28.22,12,21.93,40.44,18.51
2025-02-10,D,APAC,P04,60.14,8.06,14,54.35,85.01,30.66
2025-02-10,D,APAC,P04,83.77,10.05,12,50.91,107.84,56.93
2025-02-10,E,EMEA,P01,50.03,18.45,11,38.16,68.45,30.29
2025-02-10,B,APAC,P01,34.32,12.5,11,28.44,50.78,22.34
2025-02-10,A,EMEA,P06,13.25,17.0,10,14.64,27.3,12.66
2025-02-10,C,AMER,P06,35.48,4.91,13,20.6,56.17,35.57
2025-02-11,E,APAC,P05,55.0,30.19,17,40.35,79.41,39.06
2025-02-11,C,EMEA,P05,69.56,22.12,13,41.4,88.91,47.51
2025-02-11,A,AMER,P04,30.71,23.23,14,25.97,66.16,40.19
2025-02-11,D,AMER,P03,26.73,13.11,17,22.84,37.22,14.38
2025-02-11,D,AMER,P02,54.14,27.18,8,27.91,77.46,49.55
